Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
James Harden,SG,30,HOU,68.0,68.0,36.5,9.9,22.3,0.444,4.4,12.4,0.355,5.5,9.9,0.556,0.543,10.2,11.8,0.865,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3
Bradley Beal,SG,26,WAS,57.0,57.0,36.0,10.4,22.9,0.455,3.0,8.4,0.353,7.4,14.4,0.515,0.52,6.8,8.0,0.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5
Damian Lillard,PG,29,POR,66.0,66.0,37.5,9.5,20.4,0.463,4.1,10.2,0.401,5.4,10.2,0.524,0.563,7.0,7.8,0.888,0.5,3.8,4.3,8.0,1.1,0.3,2.9,1.7,30.0
Trae Young,PG,21,ATL,60.0,60.0,35.3,9.1,20.8,0.437,3.4,9.5,0.361,5.7,11.4,0.501,0.519,8.0,9.3,0.86,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6
Giannis Antetokounmpo,PF,25,MIL,63.0,63.0,30.4,10.9,19.7,0.553,1.4,4.7,0.304,9.5,15.0,0.631,0.589,6.3,10.0,0.633,2.2,11.4,13.6,5.6,1.0,1.0,3.7,3.1,29.5
Luka Dončić,PG,20,DAL,61.0,61.0,33.6,9.5,20.6,0.463,2.8,8.9,0.316,6.7,11.7,0.574,0.531,7.0,9.2,0.758,1.3,8.1,9.4,8.8,1.0,0.2,4.3,2.5,28.8
Kyrie Irving,PG,27,BRK,20.0,20.0,32.9,10.0,20.8,0.478,2.8,7.1,0.394,7.2,13.7,0.522,0.546,4.7,5.1,0.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4
Russell Westbrook,PG,31,HOU,57.0,57.0,35.9,10.6,22.5,0.472,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2
Kawhi Leonard,SF,28,LAC,57.0,57.0,32.4,9.3,19.9,0.47,2.2,5.7,0.378,7.2,14.2,0.506,0.524,6.2,7.1,0.886,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1
Devin Booker,SG,23,PHO,70.0,70.0,35.9,9.0,18.3,0.489,2.0,5.7,0.354,6.9,12.6,0.549,0.544,6.7,7.3,0.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6
Karl-Anthony Towns,C,24,MIN,35.0,35.0,33.9,9.0,17.8,0.508,3.3,7.9,0.412,5.8,9.9,0.586,0.6,5.1,6.5,0.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5
Anthony Davis,PF,26,LAL,62.0,62.0,34.4,8.9,17.7,0.503,1.2,3.5,0.33,7.7,14.2,0.546,0.536,7.2,8.5,0.846,2.3,7.0,9.3,3.2,1.5,2.3,2.5,2.5,26.1
Zach LaVine,SG,24,CHI,60.0,60.0,34.8,9.0,20.0,0.45,3.1,8.1,0.38,5.9,11.9,0.497,0.526,4.5,5.6,0.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5
LeBron James,PG,35,LAL,67.0,67.0,34.6,9.6,19.4,0.493,2.2,6.3,0.348,7.4,13.1,0.564,0.55,3.9,5.7,0.693,1.0,6.9,7.8,10.2,1.2,0.5,3.9,1.8,25.3
Donovan Mitchell,SG,23,UTA,69.0,69.0,34.3,8.7,19.4,0.449,2.5,6.9,0.366,6.2,12.6,0.494,0.513,4.0,4.7,0.863,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5,24.0
Brandon Ingram,PF,22,NOP,62.0,62.0,33.9,8.2,17.7,0.463,2.4,6.2,0.391,5.8,11.5,0.501,0.531,5.0,5.9,0.851,0.8,5.3,6.1,4.2,1.0,0.6,3.0,2.9,23.8
D'Angelo Russell,PG,23,GSW,33.0,33.0,32.1,8.3,19.2,0.43,3.6,9.7,0.374,4.6,9.5,0.487,0.524,3.4,4.4,0.785,0.4,3.3,3.7,6.2,0.9,0.3,3.1,1.9,23.6
Jayson Tatum,PF,21,BOS,66.0,66.0,34.3,8.4,18.6,0.45,2.9,7.1,0.403,5.5,11.5,0.48,0.527,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4
D'Angelo Russell,PG,23,TOT,45.0,45.0,32.3,8.0,18.8,0.426,3.5,9.6,0.367,4.5,9.2,0.487,0.519,3.6,4.4,0.809,0.4,3.6,3.9,6.3,1.1,0.3,3.3,1.9,23.1
Joel Embiid,C,25,PHI,51.0,51.0,29.5,7.5,15.7,0.477,1.1,3.4,0.331,6.4,12.3,0.517,0.512,6.9,8.5,0.807,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4,23.0
Pascal Siakam,PF,25,TOR,60.0,60.0,35.2,8.3,18.4,0.453,2.2,6.1,0.359,6.2,12.3,0.499,0.512,4.0,5.1,0.792,1.1,6.3,7.3,3.5,1.0,0.9,2.5,2.8,22.9
Zion Williamson,PF,19,NOP,24.0,24.0,27.8,8.8,15.0,0.583,0.3,0.6,0.429,8.5,14.4,0.59,0.592,4.8,7.4,0.64,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8,22.5
Andrew Wiggins,SF,24,MIN,42.0,42.0,34.6,8.4,18.8,0.444,2.2,6.5,0.331,6.2,12.3,0.505,0.502,3.5,4.9,0.72,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4
CJ McCollum,SG,28,POR,70.0,70.0,36.5,8.7,19.4,0.451,2.8,7.3,0.379,6.0,12.1,0.494,0.522,2.0,2.6,0.757,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6,22.2
DeMar DeRozan,SF,30,SAS,68.0,68.0,34.1,8.2,15.4,0.531,0.1,0.5,0.257,8.1,14.9,0.54,0.535,5.6,6.6,0.845,0.6,4.9,5.5,5.6,1.0,0.3,2.4,2.6,22.1
Andrew Wiggins,SF,24,TOT,54.0,54.0,34.4,8.1,18.1,0.447,2.1,6.2,0.332,6.0,11.9,0.506,0.504,3.5,5.0,0.709,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8
D'Angelo Russell,PG,23,MIN,12.0,12.0,32.7,7.3,17.6,0.412,3.2,9.2,0.345,4.1,8.4,0.485,0.502,4.0,4.6,0.873,0.3,4.3,4.6,6.6,1.4,0.3,3.8,1.8,21.7
John Collins,PF,22,ATL,41.0,41.0,33.2,8.6,14.8,0.583,1.4,3.6,0.401,7.2,11.2,0.642,0.632,2.9,3.7,0.8,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6
Paul George,SF,29,LAC,48.0,48.0,29.6,7.1,16.3,0.439,3.3,7.9,0.412,3.9,8.4,0.464,0.539,4.0,4.5,0.876,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4,21.5
De'Aaron Fox,PG,22,SAC,51.0,49.0,32.0,7.7,16.0,0.48,1.1,3.6,0.292,6.6,12.4,0.535,0.513,4.7,6.7,0.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8,21.1
Khris Middleton,SF,28,MIL,62.0,59.0,29.9,7.6,15.3,0.497,2.4,5.7,0.415,5.2,9.6,0.546,0.575,3.4,3.7,0.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9
Stephen Curry,PG,31,GSW,5.0,5.0,27.8,6.6,16.4,0.402,2.4,9.8,0.245,4.2,6.6,0.636,0.476,5.2,5.2,1.0,0.8,4.4,5.2,6.6,1.0,0.4,3.2,2.2,20.8
Collin Sexton,PG,21,CLE,65.0,65.0,33.0,7.9,16.7,0.472,1.5,3.9,0.38,6.4,12.8,0.501,0.517,3.5,4.1,0.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8
Malik Beasley,SG,23,MIN,14.0,14.0,33.1,7.9,16.6,0.472,3.5,8.2,0.426,4.4,8.4,0.517,0.577,1.5,2.0,0.75,0.6,4.4,5.1,1.9,0.6,0.1,1.5,1.9,20.7
Spencer Dinwiddie,PG,26,BRK,64.0,49.0,31.2,6.6,16.0,0.415,1.9,6.3,0.308,4.7,9.7,0.485,0.476,5.4,7.0,0.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8,20.6
Kristaps Porziņģis,C,24,DAL,57.0,57.0,31.8,7.0,16.4,0.427,2.5,7.1,0.352,4.5,9.3,0.484,0.503,4.0,5.0,0.799,1.8,7.7,9.5,1.8,0.7,2.0,1.6,3.2,20.4
Kemba Walker,PG,29,BOS,56.0,56.0,31.1,6.8,15.9,0.425,3.2,8.4,0.381,3.5,7.4,0.476,0.526,3.7,4.3,0.864,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4
Jaylen Brown,SG,23,BOS,57.0,57.0,33.9,7.5,15.6,0.481,2.3,5.9,0.382,5.2,9.6,0.543,0.554,3.1,4.3,0.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3
Bojan Bogdanović,SF,30,UTA,63.0,63.0,33.1,6.6,14.8,0.447,3.0,7.3,0.414,3.6,7.6,0.479,0.548,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2
Nikola Jokić,C,24,DEN,73.0,73.0,32.0,7.7,14.7,0.528,1.1,3.5,0.314,6.6,11.2,0.594,0.565,3.4,4.1,0.817,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0,19.9
Jimmy Butler,SF,30,MIA,58.0,58.0,33.8,5.9,13.1,0.455,0.5,2.1,0.244,5.4,11.0,0.495,0.474,7.6,9.1,0.834,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9
T.J. Warren,SF,26,IND,67.0,67.0,32.9,8.0,14.9,0.536,1.4,3.4,0.403,6.6,11.5,0.575,0.581,2.5,3.0,0.819,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8
Tobias Harris,PF,27,PHI,72.0,72.0,34.3,7.7,16.3,0.471,1.8,5.0,0.367,5.9,11.3,0.517,0.527,2.4,3.0,0.806,1.0,5.9,6.9,3.2,0.7,0.6,1.4,2.3,19.6
Nikola Vučević,C,29,ORL,62.0,62.0,32.2,8.0,16.7,0.477,1.6,4.7,0.339,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6
Marcus Morris,SF,30,NYK,43.0,43.0,32.3,6.5,14.8,0.442,2.7,6.1,0.439,3.8,8.7,0.444,0.533,3.8,4.6,0.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6
Julius Randle,PF,25,NYK,64.0,64.0,32.5,7.2,15.7,0.46,1.0,3.6,0.277,6.2,12.1,0.515,0.492,4.0,5.5,0.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8,19.5
Kyle Lowry,PG,33,TOR,58.0,58.0,36.2,5.8,13.8,0.416,2.8,8.0,0.352,2.9,5.8,0.504,0.518,5.1,5.9,0.857,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3,19.4
Andrew Wiggins,SF,24,GSW,12.0,12.0,33.6,7.2,15.7,0.457,1.7,4.9,0.339,5.5,10.8,0.512,0.511,3.4,5.1,0.672,1.5,3.1,4.6,3.6,1.3,1.4,2.1,2.2,19.4
Buddy Hield,SG,27,SAC,72.0,44.0,30.8,6.9,16.1,0.429,3.8,9.6,0.394,3.2,6.6,0.479,0.545,1.6,1.9,0.846,0.8,3.8,4.6,3.0,0.9,0.2,2.3,2.3,19.2
Jrue Holiday,SG,29,NOP,61.0,61.0,34.7,7.5,16.5,0.455,2.0,5.7,0.353,5.5,10.8,0.509,0.516,2.1,3.0,0.709,1.3,3.5,4.8,6.7,1.6,0.8,3.0,2.4,19.1
Shai Gilgeous-Alexander,SG,21,OKC,70.0,70.0,34.7,6.8,14.5,0.471,1.2,3.6,0.347,5.6,10.9,0.512,0.514,4.1,5.1,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,19.0
LaMarcus Aldridge,C,34,SAS,53.0,53.0,33.1,7.4,15.0,0.493,1.2,3.0,0.389,6.2,12.0,0.519,0.532,3.0,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9
Dennis Schröder,PG,26,OKC,65.0,2.0,30.8,7.0,14.8,0.469,1.9,5.0,0.385,5.0,9.8,0.513,0.534,3.0,3.6,0.839,0.3,3.3,3.6,4.0,0.7,0.2,2.6,2.2,18.9
Kelly Oubre Jr.,SF,24,PHO,56.0,55.0,34.5,6.7,14.8,0.452,1.9,5.5,0.352,4.7,9.3,0.511,0.517,3.4,4.4,0.78,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7
Danilo Gallinari,PF,31,OKC,62.0,62.0,29.6,5.8,13.2,0.438,2.9,7.1,0.405,2.9,6.1,0.476,0.547,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,18.7
Caris LeVert,SG,25,BRK,45.0,31.0,29.6,6.9,16.3,0.425,1.8,4.9,0.364,5.1,11.4,0.451,0.48,3.1,4.4,0.711,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8,18.7
Montrezl Harrell,C,26,LAC,63.0,2.0,27.8,7.5,12.9,0.58,0.0,0.3,0.0,7.5,12.6,0.593,0.58,3.7,5.6,0.658,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3,18.6
Jamal Murray,PG,22,DEN,59.0,59.0,32.3,6.9,15.2,0.456,1.9,5.5,0.346,5.0,9.7,0.519,0.519,2.8,3.1,0.881,0.8,3.2,4.0,4.8,1.1,0.3,2.2,1.7,18.5
Evan Fournier,SF,27,ORL,66.0,66.0,31.5,6.6,14.1,0.467,2.6,6.6,0.399,4.0,7.5,0.527,0.56,2.7,3.3,0.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4,18.5
Domantas Sabonis,PF,23,IND,62.0,62.0,34.8,7.4,13.7,0.54,0.3,1.1,0.254,7.1,12.6,0.565,0.55,3.5,4.8,0.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5
Lou Williams,PG,33,LAC,65.0,8.0,28.7,6.0,14.4,0.418,1.7,4.8,0.352,4.3,9.6,0.451,0.477,4.5,5.2,0.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2,18.2
Devonte' Graham,PG,24,CHO,63.0,53.0,35.1,5.8,15.3,0.382,3.5,9.3,0.373,2.4,6.0,0.397,0.495,3.0,3.7,0.82,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,18.2
Deandre Ayton,C,21,PHO,38.0,32.0,32.5,8.2,14.9,0.546,0.1,0.3,0.231,8.1,14.6,0.553,0.548,1.8,2.3,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1,18.2
Derrick Rose,PG,31,DET,50.0,15.0,26.0,7.4,15.1,0.49,0.9,2.9,0.306,6.5,12.1,0.535,0.52,2.4,2.8,0.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0,18.1
Terry Rozier,PG,25,CHO,63.0,63.0,34.3,6.3,14.9,0.423,2.7,6.7,0.407,3.6,8.2,0.436,0.514,2.6,3.0,0.874,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,18.0
Ja Morant,PG,20,MEM,67.0,67.0,31.0,6.7,14.0,0.477,0.9,2.7,0.335,5.8,11.3,0.511,0.509,3.6,4.6,0.776,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,17.8
Andre Drummond,C,26,DET,49.0,48.0,33.8,7.3,13.9,0.53,0.0,0.4,0.048,7.3,13.4,0.546,0.531,3.0,5.2,0.584,4.6,11.2,15.8,2.8,2.0,1.7,3.6,3.6,17.8
Andre Drummond,C,26,TOT,57.0,56.0,33.0,7.3,13.8,0.533,0.1,0.6,0.143,7.2,13.1,0.551,0.536,3.0,5.2,0.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5,17.7
Kevin Love,PF,31,CLE,56.0,56.0,31.8,5.8,13.0,0.45,2.6,7.0,0.374,3.2,6.0,0.537,0.55,3.3,3.9,0.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6
Jusuf Nurkić,C,25,POR,8.0,8.0,31.6,6.8,13.6,0.495,0.3,1.3,0.2,6.5,12.4,0.525,0.505,3.9,4.4,0.886,2.9,7.4,10.3,4.0,1.4,2.0,2.4,4.9,17.6
Fred VanVleet,SG,25,TOR,54.0,54.0,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,0.507,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6
Chris Paul,PG,34,OKC,70.0,70.0,31.5,6.2,12.7,0.489,1.6,4.3,0.365,4.6,8.3,0.554,0.552,3.6,4.0,0.907,0.4,4.6,5.0,6.7,1.6,0.2,2.3,2.3,17.6
Gordon Hayward,SF,29,BOS,52.0,52.0,33.5,6.7,13.5,0.5,1.6,4.3,0.383,5.1,9.2,0.554,0.561,2.4,2.8,0.855,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8,17.5
Andre Drummond,C,26,CLE,8.0,8.0,28.1,7.3,13.1,0.552,0.5,1.8,0.286,6.8,11.4,0.593,0.571,2.5,4.9,0.513,3.0,8.1,11.1,1.8,1.5,1.4,3.6,3.1,17.5
Jaren Jackson Jr.,C,20,MEM,57.0,57.0,28.5,6.2,13.2,0.469,2.5,6.5,0.394,3.6,6.8,0.54,0.565,2.4,3.3,0.747,1.0,3.6,4.6,1.4,0.7,1.6,1.7,4.1,17.4
Malcolm Brogdon,PG,27,IND,54.0,54.0,30.9,6.0,13.8,0.438,1.4,4.3,0.326,4.6,9.5,0.488,0.489,3.1,3.4,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5
Ben Simmons,PG,23,PHI,57.0,57.0,35.4,6.6,11.4,0.58,0.0,0.1,0.286,6.5,11.2,0.583,0.581,3.2,5.2,0.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4
Goran Dragić,PG,33,MIA,59.0,3.0,28.2,5.4,12.3,0.441,2.1,5.7,0.367,3.3,6.5,0.505,0.526,3.2,4.2,0.776,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1,16.2
Dillon Brooks,SG,24,MEM,73.0,73.0,28.9,6.0,14.6,0.407,2.0,5.6,0.358,3.9,9.0,0.438,0.476,2.2,2.8,0.808,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2
Alec Burks,SF,28,GSW,48.0,18.0,29.0,5.1,12.5,0.406,1.8,4.7,0.375,3.3,7.9,0.424,0.476,4.2,4.7,0.897,0.8,3.9,4.7,3.1,1.0,0.4,1.6,2.2,16.1
Norman Powell,SG,26,TOR,52.0,26.0,28.4,5.7,11.5,0.495,2.1,5.3,0.399,3.6,6.3,0.575,0.586,2.5,2.9,0.843,0.5,3.2,3.7,1.8,1.2,0.4,1.5,2.1,16.0
Bam Adebayo,PF,22,MIA,72.0,72.0,33.6,6.1,11.0,0.557,0.0,0.2,0.143,6.1,10.8,0.564,0.558,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9
Tim Hardaway Jr.,SG,27,DAL,71.0,58.0,29.5,5.4,12.5,0.434,2.9,7.2,0.398,2.5,5.2,0.485,0.55,2.1,2.6,0.819,0.4,2.9,3.3,1.9,0.6,0.1,1.0,1.8,15.8
Luke Kennard,SG,23,DET,28.0,25.0,32.9,5.4,12.2,0.442,2.6,6.5,0.399,2.8,5.7,0.491,0.548,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
Jordan Clarkson,SG,27,UTA,42.0,2.0,24.7,6.0,12.9,0.462,2.2,6.0,0.366,3.7,6.8,0.547,0.548,1.5,1.9,0.785,0.7,2.1,2.8,1.6,0.7,0.2,1.4,1.8,15.6
Hassan Whiteside,C,30,POR,67.0,61.0,30.0,6.5,10.5,0.621,0.1,0.1,0.571,6.4,10.4,0.622,0.624,2.4,3.6,0.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5
Blake Griffin,PF,30,DET,18.0,18.0,28.4,4.9,13.9,0.352,1.5,6.2,0.243,3.4,7.7,0.439,0.406,4.2,5.4,0.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5
Serge Ibaka,C,30,TOR,55.0,27.0,27.0,6.2,12.2,0.512,1.3,3.3,0.385,5.0,8.9,0.559,0.564,1.6,2.3,0.718,2.1,6.1,8.2,1.4,0.5,0.8,2.0,2.8,15.4
Dāvis Bertāns,PF,27,WAS,54.0,4.0,29.3,4.9,11.3,0.434,3.7,8.7,0.424,1.2,2.6,0.471,0.598,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4
Carmelo Anthony,PF,35,POR,58.0,58.0,32.8,5.8,13.5,0.43,1.5,3.9,0.385,4.3,9.6,0.448,0.485,2.3,2.8,0.845,1.2,5.1,6.3,1.5,0.8,0.5,1.7,2.9,15.4
Kendrick Nunn,PG,24,MIA,67.0,67.0,29.3,6.0,13.6,0.439,2.0,5.8,0.35,3.9,7.8,0.505,0.514,1.3,1.5,0.85,0.3,2.4,2.7,3.3,0.8,0.2,1.7,2.3,15.3
J.J. Redick,SG,35,NOP,60.0,36.0,26.4,4.8,10.5,0.453,3.0,6.6,0.453,1.8,3.9,0.453,0.596,2.8,3.1,0.892,0.2,2.4,2.5,2.0,0.3,0.2,1.3,1.6,15.3
Jordan Clarkson,SG,27,TOT,71.0,2.0,24.0,5.5,12.2,0.454,2.1,5.8,0.368,3.4,6.4,0.533,0.542,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2
Will Barton,SF,29,DEN,58.0,58.0,33.0,5.7,12.7,0.45,1.9,5.0,0.375,3.9,7.8,0.498,0.523,1.8,2.3,0.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,15.1
Rudy Gobert,C,27,UTA,68.0,68.0,34.3,5.7,8.2,0.693,0.0,0.0,0.0,5.7,8.2,0.693,0.693,3.7,5.9,0.63,3.4,10.1,13.5,1.5,0.8,2.0,1.9,3.2,15.1
Bogdan Bogdanović,SG,27,SAC,61.0,28.0,29.0,5.5,12.6,0.44,2.7,7.2,0.372,2.8,5.3,0.532,0.547,1.4,1.9,0.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1
Jabari Parker,PF,24,ATL,32.0,23.0,26.2,6.2,12.3,0.504,1.0,3.6,0.27,5.2,8.7,0.601,0.543,1.7,2.3,0.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0
Reggie Jackson,PG,29,DET,14.0,10.0,27.2,5.4,14.1,0.384,2.2,5.9,0.378,3.2,8.3,0.388,0.462,1.9,2.4,0.788,0.8,2.1,2.9,5.1,0.6,0.1,1.6,1.5,14.9
Jonas Valančiūnas,C,27,MEM,70.0,70.0,26.4,6.2,10.6,0.585,0.5,1.3,0.352,5.7,9.3,0.617,0.606,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,14.9
Eric Bledsoe,PG,30,MIL,61.0,61.0,27.0,5.5,11.5,0.475,1.2,3.5,0.344,4.3,8.0,0.533,0.528,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9
Terrence Ross,SG,28,ORL,69.0,0.0,27.4,4.9,12.3,0.403,2.6,7.3,0.351,2.4,5.0,0.48,0.508,2.3,2.7,0.853,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.6,14.7
Lauri Markkanen,PF,22,CHI,50.0,50.0,29.8,5.0,11.8,0.425,2.2,6.3,0.344,2.8,5.5,0.518,0.517,2.5,3.1,0.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7
Jordan Clarkson,SG,27,CLE,29.0,0.0,23.0,5.0,11.2,0.442,2.0,5.5,0.371,2.9,5.8,0.509,0.532,2.6,3.0,0.884,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6
Victor Oladipo,SG,27,IND,19.0,16.0,27.8,5.1,12.9,0.394,1.7,5.5,0.317,3.4,7.5,0.451,0.461,2.5,3.1,0.814,0.5,3.5,3.9,2.9,0.9,0.2,2.5,1.9,14.5
Joe Harris,SF,28,BRK,69.0,69.0,30.8,5.5,11.4,0.486,2.5,5.9,0.424,3.0,5.5,0.553,0.596,0.9,1.3,0.719,0.9,3.4,4.3,2.1,0.6,0.2,1.5,2.3,14.5
Harrison Barnes,PF,27,SAC,72.0,72.0,34.5,5.1,11.0,0.46,1.4,3.7,0.381,3.7,7.3,0.501,0.525,3.0,3.7,0.801,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3,14.5
Mike Conley,PG,32,UTA,47.0,41.0,29.0,4.9,12.1,0.409,2.0,5.4,0.375,2.9,6.6,0.437,0.494,2.4,3.0,0.827,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,14.4
Eric Gordon,SF,31,HOU,36.0,15.0,28.2,4.8,12.9,0.369,2.7,8.4,0.317,2.1,4.4,0.469,0.473,2.3,3.0,0.766,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9,14.4
Aaron Gordon,PF,24,ORL,62.0,62.0,32.5,5.4,12.4,0.437,1.2,3.8,0.308,4.2,8.5,0.494,0.484,2.4,3.6,0.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,14.4
RJ Barrett,SG,19,NYK,56.0,55.0,30.4,5.2,13.0,0.402,1.1,3.5,0.32,4.1,9.5,0.432,0.445,2.8,4.5,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3
Marvin Bagley III,C,20,SAC,13.0,6.0,25.7,6.0,12.8,0.467,0.3,1.7,0.182,5.7,11.2,0.51,0.479,1.9,2.4,0.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2
Jabari Parker,PF,24,TOT,38.0,23.0,24.1,5.8,11.3,0.51,0.8,3.1,0.269,4.9,8.2,0.603,0.548,1.6,2.1,0.753,1.6,4.0,5.6,1.8,1.2,0.4,1.7,2.6,14.0
Eric Paschall,PF,23,GSW,60.0,26.0,27.6,5.3,10.7,0.497,0.6,2.2,0.287,4.7,8.5,0.55,0.526,2.7,3.5,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14.0
Clint Capela,C,25,HOU,39.0,39.0,32.8,6.3,9.9,0.629,0.0,0.0,0.0,6.3,9.9,0.629,0.629,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9
Josh Richardson,SG,26,PHI,55.0,53.0,30.8,5.1,11.7,0.43,1.5,4.5,0.341,3.5,7.2,0.486,0.496,2.1,2.6,0.809,0.7,2.4,3.2,2.9,0.9,0.7,1.9,2.5,13.7
Tyler Herro,SG,20,MIA,55.0,8.0,27.4,4.9,11.5,0.428,2.1,5.4,0.389,2.8,6.1,0.462,0.52,1.6,1.8,0.87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4,13.5
Rui Hachimura,PF,21,WAS,48.0,48.0,30.1,5.3,11.4,0.466,0.5,1.8,0.287,4.8,9.5,0.5,0.489,2.4,2.9,0.829,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2,13.5
Duncan Robinson,SG,25,MIA,73.0,68.0,29.7,4.4,9.4,0.47,3.7,8.3,0.446,0.7,1.1,0.654,0.667,0.9,1.0,0.931,0.1,3.0,3.2,1.4,0.5,0.3,1.0,2.6,13.5
